Tweet ID,Tweet Date,Media Name,Media Origin,Teaser Text,Tag Value
1302968016477589504,07-09-2020,El País,Uruguay,#SegundaDivisión  | La fortaleza del ataque: Rampla Juniors terminó con el invicto de Rocha,No
1296805148950515713,21-08-2020,El País,Uruguay,"Jorge Lanata a los argentinos que se van a Uruguay: ""Irse es una manera de fracasar""",No
1303065732884967426,07-09-2020,El País,Uruguay,Raffo: “Los montevideanos deben estar alerta por errores más gruesos y costosos de Cosse”,No
1302462441520074757,06-09-2020,El País,Uruguay,Ecos del universo: joven uruguayo desentraña (y explica) los secretos de las ondas gravitacionales,Clickbait
1301763104435589120,04-09-2020,El País,Uruguay,"Propuesta quinquenal de ANEP: aumento de 3,8% del presupuesto y metas de aprendizaje. Una de las innovaciones de la propuesta de la ANEP es que, por primera vez en la historia, el ente autónomo fija metas de aprendizaje.",No
1300571357714018304,31-08-2020,El País,Uruguay,"Diego Forlán, tras su salida de Peñarol: ""No me quedan reproches, así es el fútbol""",No
1300770685577555968,01-09-2020,El País,Uruguay,#Apertura2020  | Felipe Carballo y Armando Méndez se ganaron la titularidad en Nacional,No
1276187700618551305,25-06-2020,El País,Uruguay,"Reseña: la nueva temporada de ""The Sinner"" es tendencia en Netflix a pura ansiedad",No
1300163947308503042,30-08-2020,El País,Uruguay,"#Apertura2020  | Boston River salió del fondo, volvió a ganar y respira en el descenso tras vencer a Progreso",No
1297586498863235072,23-08-2020,El País,Uruguay,#Apertura2020  | Rentistas salvó diez meses en tres minutos frente a Peñarol,Clickbait
1298708074161557506,26-08-2020,El País,Uruguay,Lionel Messi da pasos para seguir su carrera en Manchester City. Lionel Messi confirmó su decisión: quiere ir al Manchester City de Pep Guardiola,No
1293982645110681600,13-08-2020,El País,Uruguay,"Inter Miami, el equipo que dirige el “Tornado” Diego Alonso, sumó a un campeón del mundo",Clickbait
1297028854192771072,22-08-2020,El País,Uruguay,"Lukashenko, cada vez más aislado, endurece represión. La Unión Europea no reconoce el resultado de las elecciones por fraude y anuncia sanciones al régimen de Bielorrusia",No
1286349298813280258,23-07-2020,El País,Uruguay,#Eliminatorias | Almada y Repetto están entre los candidatos para dirigir a Ecuador,No
1285765707196760064,22-07-2020,El País,Uruguay,#FútbolUruguayo  | River Plate renovó la concesión del Saroldi y bautizó a sus tribunas,No
1304042795326476290,10-09-2020,infobae,Argentina,Profepa continúa investigando al tigre de Antara; inspeccionó el domicilio en el que fue resguardado,No
1301034000765521920,02-09-2020,infobae,Argentina,"Liga MX: Nahuel Guzmán dio positivo de COVID-19 por quinta ocasión, pero él lo tomó con humor",Clickbait
1299222942136455168,28-08-2020,infobae,Argentina,Dólares sospechosos: qué movimientos vigila el Banco Central para limitar infracciones en la compra de los USD 200 mensuales,Clickbait
1300914734615715845,01-09-2020,Clarín,Argentina,Facebook amenaza con bloquear la opción de compartir noticias en Australia: podría ser un precedente para otras partes del mundo,No
1289280302901129217,31-07-2020,infobae,Argentina,"Microsoft está negociando la compra de Tik Tok, sospechada de tener vínculos con el régimen chino",No
1292153739579551744,08-08-2020,infobae,Argentina,El Gobierno hace lobby en Washington: contrató asesoramiento político por casi dos millones de dólares,No
1293126787594035200,11-08-2020,infobae,Argentina,"La esposa de un oficial preso le contestó a Alex Saab: “Usted se queja por dos días incomunicado, la Dirección de Inteligencia tuvo 45 días a mi esposo secuestrado”",No
1292175884858753024,08-08-2020,infobae,Argentina,"La delantera de Tigres Femenil, Katty Martínez, dio positivo a coronavirus a días del arranque del torneo",No
1290812652474646528,05-08-2020,infobae,Argentina,"Alberto Fernández respaldó al plan del nuevo Consejo Agroindustrial, con foco en el aumento de las exportaciones y la generación de empleo",No
1305504718521851906,14-09-2020,Clarín,Argentina,Sin TACC: todo lo que necesitas saber sobre las comidas para celíacos,Clickbait
1302281752069763074,05-09-2020,infobae,Argentina,"Pese al anuncio de Lionel Messi, Luis Suárez se aleja de Barcelona para jugar en Juventus: cuánto ganaría por temporada",Clickbait
1286665572499906561,24-07-2020,infobae,Argentina,Miguel Ángel Pichetto: “Hay expresiones de figuras secundarias que debilitan la autoridad del Presidente”,No
1301723424990154752,04-09-2020,infobae,Argentina,Ronald Koeman eligió al que sería el nuevo capitán del Barcelona si Messi decide irse del club,Clickbait
1301196069271826433,02-09-2020,infobae,Argentina,"La foto de Nicole Poturalski en el restaurante de su esposo, donde conoció a Bran Pitt",Clickbait
1285071825483911168,20-07-2020,infobae,Argentina,Deuda: el Gobierno fijó como estrategia cerrar con los bonistas de Wall Street y luego negociar con el FMI y el Club de París,No
1293365345374396417,12-08-2020,infobae,Argentina,El fallido del nuevo refuerzo del Leeds que anticipó el destino de Marcelo Bielsa,Clickbait
1281093614521606144,09-07-2020,infobae,Argentina,"Garantizan que no faltarán billetes en el fin de semana largo, pero hubo ciertas tensiones entre el BCRA y los bancos",No
1300956912096284678,02-09-2020,infobae,Argentina,Salieron a la luz viejas internas del vestuario del PSG: “Unai Emery tenía problemas para manejar a las estrellas”,Clickbait
1299895101087506432,30-08-2020,infobae,Argentina,La crisis que viene: Herrera anticipó más recortes al presupuesto y aumento en la deuda,No
1279815939450519553,05-07-2020,infobae,Argentina,Zinedine Zidane habló de las polémicas en los arbitrajes del Real Madrid: “Estoy cansado”,No
1277640353483386891,29-06-2020,infobae,Argentina,Oficial: se concretó el trueque Arthur-Pjanic entre el Barcelona y la Juventus. Oficial: el FC Barcelona traspasó a Arthur a la Juventus,No
1298901026200838145,27-08-2020,infobae,Argentina,CoDi y medios de pago sin contacto en tiempos de COVID,No
1285730864543010818,22-07-2020,infobae,Argentina,El equipo de la Premier más “sudamericano” de todos: adoptó el mate como infusión diaria,Clickbait
1266039792287940608,28-05-2020,infobae,Argentina,RT @infobaecolombia: Coronavirus sin fronteras: pacientes que llegan de México saturan hospitales de California,No
1299440734341345280,28-08-2020,infobae,Argentina,El coronavirus impacta más a los hombres. Los científicos empiezan a comprender por qué | Por Apoorva Mandavilli,Clickbait
1269504497916637185,07-06-2020,infobae,Argentina,La revancha del real: Brasil revalúa y ayuda a distender el mercado de cambios local,No
1299153397313163265,28-08-2020,infobae,Argentina,"Quién es Margarita Cabello, la primera mujer en convertirse en Procuradora General en Colombia",No
1262517705682251776,18-05-2020,infobae,Argentina,"El sur de Florida comenzó una reapertura gradual, pero mantiene clausuradas las playas",No
1260280093605113856,12-05-2020,infobae,Argentina,"Qué es el dragón azul, la extraña criatura venenosa que apareció en una playa de Texas",Clickbait
1269332238279172096,06-06-2020,infobae,Argentina,Estremecedor gesto en un partido de la Bundesliga: el pedido de justicia por la muerte de George Floyd en Estados Unidos,Clickbait
1301117773175808000,02-09-2020,infobae,Argentina,"Ansiedad, insomnio y menos ingresos: el impacto de la pandemia sobre los profesionales de la salud",No
1263715347766538240,22-05-2020,infobae,Argentina,La Argentina ingresó en un default invisible para el mercado,No
1241211690382811136,21-03-2020,infobae,Argentina,Cine de autor para ver en casa: ocho películas que no te podés perder,Clickbait
1297367455594094593,23-08-2020,infobae,Argentina,México produce el 30% de aguacate de todo el mundo: Subsecretaría de Comercio Exterior,No
1047587607679356928,03-10-2018,infobae,Argentina,"RT @InfobaeTecno: Desarrollaron en España una cápsula del futuro tren ""Hyperloop""",No
1009469105487794176,20-06-2018,infobae,Argentina,Advierten una falla de seguridad en Google Home y Chromecast: de qué se trata y cómo solucionarlo,Clickbait
1289313819689279488,31-07-2020,Clarín,Argentina,Detienen a un hacker de 17 años por el ciberataque masivo a Twitter,No
1288914891634388992,30-07-2020,Clarín,Argentina,Colágeno hidrolizado: ¿Conviene tomar el suplemento?,Clickbait
1301227318610931714,02-09-2020,Clarín,Argentina,José López: se unificaron dos penas en su contra y deberá afrontar 7 años y medio de cárcel,No
1287721686482247684,27-07-2020,Clarín,Argentina,Coronavirus en cárceles federales: 4 muertes y 141 casos positivos,No
1286424716065087489,23-07-2020,Clarín,Argentina,"Un modisto, un abogado y un asesino convicto, los embajadores de la mafia calabresa en la Argentina",Clickbait
1300435952414982145,31-08-2020,Clarín,Argentina,El verdadero costo de la declaración de independencia de Lionel Messi,Clickbait
1262698986466574337,19-05-2020,Clarín,Argentina,"Un nuevo estudio advierte que los celulares podrían ser ""el caballo de Troya"" del coronavirus",No
1278364039509352455,01-07-2020,Clarín,Argentina,"Rocío Oliva se metió en la pelea entre Diego Maradona y sus hijas: ""Estoy de acuerdo con ellas""",No
1292186253878857728,08-08-2020,Clarín,Argentina,"La Ciudad avanza para habilitar espacios comunes de edificios: definen un protocolo en el que habrá parrillas, pero no SUM",No
1291683755757834243,07-08-2020,Clarín,Argentina,Coronavirus: el enfermero del Fernández que dieron por muerto se recuperó y ya volvió a trabajar,Clickbait
1254543284833341440,26-04-2020,Clarín,Argentina,Fueron a buscarlo a su casa y en un forcejeo mataron a su hijo de 12 años,No
1283801134042406912,16-07-2020,Clarín,Argentina,Franquicias: por la crisis cerró el 14% de los locales,No
1295668216740577282,18-08-2020,La Nación,Argentina,"Doble rol. El juego de Sergio Massa, tercer partener de la alianza gobernante",Clickbait
1303143524083343360,08-09-2020,La Nación,Argentina,Coronavirus. La Argentina superó la barrera de las 10.000 muertes. La Argentina superó las 10.000 muertes por coronavirus,No
1247518093930156036,07-04-2020,Clarín,Argentina,"Detuvieron a la hermana de Esteban Alvarado, uno de los principales líderes narco de Rosario",No
1246469185888063488,04-04-2020,Clarín,Argentina,"Coronavirus en Argentina: con el foco puesto en los cajeros, claves y consejos para evitar el robo de datos de las tarjetas",Clickbait
1300171691084054528,30-08-2020,Clarín,Argentina,Incendios y ataques mapuches en Chile: una huelga de camioneros exige protección en el sur del país,No
1274065678572511232,19-06-2020,La Nación,Argentina,Pixelar caras y borrar metadatos en fotos: la tecnología usada en las protestas de EE.UU.,No
1227745494081908736,13-02-2020,Clarín,Argentina,Asalto en el shopping Soleil: cuál es el vínculo con el crimen del turista inglés en Puerto Madero,Clickbait
1238782629056598016,14-03-2020,Clarín,Argentina,"Sapiens, cautivos de nuestro ADN",No
1270768832404062208,10-06-2020,La Nación,Argentina,Android 11: Google lanza la versión beta y estas son todas sus nuevas funciones,Clickbait
1159221303267778561,07-08-2019,Clarín,Argentina,Galaxy Note 10: lanzan un celular Extra Large y con recarga ultraveloz,No
1239881052094513153,17-03-2020,Clarín,Argentina,Advierten que los niños y adolescentes consumirán hasta un 50% más de pantallas,No
1148661324949401600,09-07-2019,Clarín,Argentina,"Netflix hará una serie basada en el videojuego Cuphead. Cuphead, el videojuego éxito de Microsoft, tendrá su versión adaptada para Netflix",No
1283177804843098112,14-07-2020,Clarín,Argentina,Coronavirus en Argentina: reportan 65 muertos y 3.645 casos en las últimas 24 horas,No
1283104177204400128,14-07-2020,Clarín,Argentina,"""El Día del Amigo es un alerta, no se puede festejar"" en cuarentena, advierten desde la provincia de Buenos Aires",No
1209609001790590983,24-12-2019,Clarín,Argentina,Desesperada búsqueda del ginecólogo cordobés: la familia ofrece $ 100 mil de recompensa,No
1266379526801461251,29-05-2020,La Nación,Argentina,Capítulos de YouTube: así es la nueva función para organizar la reproducción de videos,Clickbait
1301921321958469633,04-09-2020,Clarín,Argentina,Rechazan dictar una medida cautelar contra revisión del traslado del juez German Castelli,No
1254942407877066752,28-04-2020,Clarín,Argentina,Mirko dijo su primera mala palabra y Marley compartió un conmovedor video de su nacimiento,Clickbait
1278419250248667140,01-07-2020,Clarín,Argentina,Coronavirus en Argentina: una relevamiento muestra que la economía preocupa más que la salud de la familia,No
1283463276920213506,15-07-2020,Clarín,Argentina,Un atleta argentino que ya tiene su lugar en los Juegos de Tokio dio positivo de coronavirus,Clickbait
1185625689946505217,19-10-2019,Clarín,Argentina,Cae uno de los sicarios más buscados de Rosario,Clickbait
1287933481834745857,28-07-2020,La Nación,Argentina,IFE: Alfredo Cornejo denunció irregularidades en el pago y apuntó contra Fernanda Raverta. Fondos. Cornejo apuntó contra Raverta por las irregularidades en el pago del IFE,No
1288819594594070533,30-07-2020,La Nación,Argentina,"Éxodo confirmado: Bautista Ezcurra, exback de Jaguares, jugará en Atlanta Rugby de Estados Unidos. Sigue el éxodo: Bautista Ezcurra, back de Jaguares, jugará en Atlanta Rugby de Estados Unidos",No
1180876336103071745,06-10-2019,Clarín,Argentina,Entregó una pizza y lo asesinaron de un tiro en la cabeza. Asesinan de un tiro en la cabeza a un repartidor de pizzas en La Plata,No
1091766339885125633,02-02-2019,Clarín,Argentina,Descubren un error en la app de WhatsApp que permite recuperar mensajes eliminados,Clickbait
1254865661571903493,27-04-2020,La Nación,Argentina,"Los velatorios digitales, una solución para dar el último adiós en tiempos de pandemia",No
1300958740108242945,02-09-2020,Clarín,Argentina,Deuda: cinco claves para entender la negociación que llevó a cabo Martín Guzmán,Clickbait
1247899492549984256,08-04-2020,Clarín,Argentina,"Leticia Brédice publicó fuertes mensajes contra su novio: lo acusó de ""ladrón"" y ""mala gente""",No
1259492271776555008,10-05-2020,Clarín,Argentina,"Martín Guzmán, en la mira por su 'teoría de la deuda' y por su rol como ministro",No
1273723810072625152,18-06-2020,Clarín,Argentina,Problemas en fase 5: a un intendente le impidieron entrar al municipio vecino para llevar leche a su hijo recién nacido,No
1247575119167459331,07-04-2020,Clarín,Argentina,Coronavirus con mi ex: Demi Moore y Bruce Willis pasan juntos la cuarentena,No
1287463895955902464,26-07-2020,La Nación,Argentina,"La última fecha de la Premier League: Bielsa en la tribuna, el error fatal del arquero de Leicester, un consuelo al goleador y el ""Guante de Oro""",Clickbait
1273414927491964929,18-06-2020,Clarín,Argentina,Cómo celebrar un cumpleaños en cuarentena: opciones para mantener la distancia social,Clickbait
1087789528926978048,22-01-2019,Clarín,Argentina,Las playlists de Spotify para cada signo del zodíaco: qué música escuchar según la astrología. Música astrológicamene personalizada: Spotify ideó playlists para cada signo del zodíaco,Clickbait
1285144018368827392,20-07-2020,La Nación,Argentina,Coronavirus en la Argentina: los gastos extras por la pandemia rondaron los $450.000 millones,No
1300650729590476800,01-09-2020,Clarín,Argentina,Cantando 2020: Dan Breitman la rompió con un tema de Charly García,No
1245469749670273024,01-04-2020,Clarín,Argentina,"Disney+, prohibido para adultos",Clickbait
1245189338876522497,01-04-2020,Clarín,Argentina,El día que Paul McCartney dijo basta y se despidió de The Beatles para siempre,Clickbait
1159222852735950853,07-08-2019,Clarín,Argentina,"La policía acusada de asesinar a un matrimonio dijo que no participó del hecho, pero reconoció que mintió sobre su arma",No
1300458899204706306,31-08-2020,Clarín,Argentina,¿Qué significa soñar con serpientes?,Clickbait
1150405098159378437,14-07-2019,Clarín,Argentina,"Taxistas mantienen ""sitiada"" la ciudad de Neuquén luego de que balearan a un chofer en un intento de robo",No
1299415780090576896,28-08-2020,La Nación,Argentina,Sebastián Estevanez sufrió quemaduras en las manos y el rostro por la explosión de un bidón de alcohol en gel. Accidente doméstico: Estevanez sufrió quemaduras en las manos y el rostro,No
1274124820318486528,19-06-2020,Clarín,Argentina,Un golfista dio positivo de coronavirus en pleno torneo del PGA Tour,No
1299727229660913664,29-08-2020,Clarín,Argentina,Por qué designaron a dos nuevos fiscales en el caso Facundo Astudillo Castro,Clickbait
1238577943099695108,13-03-2020,Clarín,Argentina,"Coronavirus: la emotiva campaña de Andrea Bocelli, Eros Ramazzotti, Laura Pausini y otros cantantes italianos",Clickbait
1242100029168455681,23-03-2020,Clarín,Argentina,Coronavirus en Argentina: el riesgo país sube más del 4% y caen los bonos,No
1230521128738676736,20-02-2020,La Nación,Argentina,FIFA 20: Boca y River vuelven con un con parche gratuito por la Copa Libertadores,No
1226869690561187841,10-02-2020,La Nación,Argentina,"Un App Store chino: Xiaomi, Oppo, Vivo y Huawei se unen para competir con el Play Store de Google
https://t.co/ahSiw4hM77",No
1130542217557209088,20-05-2019,Clarín,Argentina,Estas 6 señales indican que los chicos tienen problemas visuales,Clickbait
1214928516829077504,08-01-2020,La Nación,Argentina,"CES 2020: Charmin Rollbot te trae papel higiénico al baño cuando se acaba
https://t.co/7fNkMHQ11Q",No
1277689634487754752,29-06-2020,La Nación,Argentina,"#Fútbol | Barcelona y Juventus oficializaron el trueque entre Arthur y Pjanic para ""maquillar cuentas"" antes del 30 de junio ⚽💰",No
1274331451815858177,20-06-2020,La Nación,Argentina,"Vicentin: Omar Perotti explicó su plan y dijo que Alberto Fernández ""no tiene una vocación expropiadora""",No
1109114523774910465,22-03-2019,Clarín,Argentina,Más chicos terminan el colegio con sobrepeso y buscan con una guía generar una escuela saludable,No
1197543201378381824,21-11-2019,La Nación,Argentina,"Sin charla: así es Uber Comfort, el nuevo servicio diferencial con autos nuevos y conductores silenciosos
https://t.co/Da7sJMpXJp",Clickbait
1270387607562829824,09-06-2020,La Nación,Argentina,Las tres centrales obreras respaldaron la intervención oficial de Vicentin. Vicentin. Respaldo de las tres centrales sindicales a la intervención oficial,No
1021023854339055616,22-07-2018,Clarín,Argentina,Un falso meme sobre la muerte de Mr Bean está propagando una estafa,Clickbait
1270437780490006530,09-06-2020,La Nación,Argentina,"Fernando Morientes: por qué Boca le ganó aquella Intercontinental a Real Madrid y su mirada del ""gen argentino"" #Fútbol | El recuerdo de Fernando Morientes: por qué Boca le ganó la Intercontinental a Real Madrid, la camiseta xeneize que todavía conserva y su mirada del ""gen argentino"" 🇪🇸⚽",Clickbait
1041669622724882432,17-09-2018,Clarín,Argentina,13 consejos para perder grasa sin sacrificar masa muscular,Clickbait
994282555716157440,09-05-2018,Clarín,Argentina,Neibors: la red social pensada para vecinos con desarrollo argentino. Lanzan una red social pensada para vecinos con desarrollo argentino,No
1278082769780760576,30-06-2020,Clarín,Argentina,Afirman que Estados Unidos compró todas las dosis disponibles para tres meses de una droga contra el coronavirus,No
916300532137943040,06-10-2017,Clarín,Argentina,Entrená al aire libre,No
1267202577147424768,31-05-2020,Clarín,Argentina,Coronavirus: Estados Unidos envió dos millones de dosis de hidroxicloroquina a Brasil,No
1205709006347493376,14-12-2019,Clarín,Argentina,Basterra armó su equipo y va definiendo su perfil de gestión,No
1198591232517083138,24-11-2019,Clarín,Argentina,Programas que apuntan a achicar la huella de carbono,No
1196392495522828288,18-11-2019,Clarín,Argentina,Aseguran que la genética está cambiando el manejo agronómico del maíz,No
1263487995442692096,21-05-2020,Clarín,Argentina,"China inaugura la asamblea política más importante del año, dominada por los efectos del coronavirus",No
1262438938729345024,18-05-2020,Clarín,Argentina,Por 70 casos de coronavirus cierran al menos 50 escuelas en Francia,No
1301284740809527300,02-09-2020,El Comercio,Ecuador,"El COE Nacional aprobó el regreso de las competiciones de tenis, pero será sin la presencia de público",No
1307419454322757632,19-09-2020,BBC,Inglaterra,"El caso de ""Frida Sofía"" en la escuela derrumbada por el terremoto en México revive la historia de ""Monchito"", el niño del sismo de 1985 que tampoco existió. Dos nombres, Frida Sofía y Monchito, mantuvieron a México en vilo durante los terremotos de 1985 y 2017 como posibles sobrevivientes entre los escombros. Hasta que se descubrió que ninguno de los dos niños existía. #DeNuestroArchivo #Sismo19S",No
1299438977624272903,28-08-2020,BBC,Inglaterra,Messi abandona el Barcelona: ¿qué puede ganar el equipo con la salida del astro? Responden analistas de la BBC. ¿Qué puede ganar el FC Barcelona con la salida de Lionel Messi? Responden analistas de la BBC,Clickbait
1307248580013547521,19-09-2020,El Mundo,España,"Videojuegos: el infinito en tus mandos
La opinión de @GabiMartnez",No
1297645864413003777,23-08-2020,El Comercio,Ecuador,"Mushuc Runa ganó 2-1 al Olmedo, con un gol de tiro libre de su arquero Iván Brun",No
1304520609179860993,11-09-2020,El Mundo,España,"Las llamas en el oeste de EEUU dejan ya 23 muertos: ""Nunca hemos visto tantos incendios sin control"" RT @ElMundoInter: El fuego avanza sin control en EEUU. 
https://t.co/lG9iIiOMZi
Informa @pscarpe",No
1286802106184327169,24-07-2020,El Comercio,Ecuador,"Antetokounmpo y LeBron en forma para reinicio de la NBA; Nurkic reaparece. El candidato a MVP de la NBA jugó un amistoso y así le fue, antes de la reanudación del torneo:",Clickbait
1298172476317478912,25-08-2020,El Mundo,España,"La polémica apuesta de México: una 'vuelta al cole' por televisión. Quedan por despejar muchas dudas como, por ejemplo,  ¿cómo podrán resolver los estudiantes sus dudas siguiendo un programa de televisión?, ¿cómo se comprobará que realmente están siguiendo los contenidos?

✍️ @PabloSOlmos 

https://t.co/jGOQO3VBm2",Clickbait
1303365308179255304,08-09-2020,El País Madrid,España,Podemos pide 20 años de cárcel para Jordi Pujol,No
1212682613770653698,02-01-2020,BBC,Inglaterra,Los eventos y personalidades a los que prestar atención en 2020,Clickbait
1294301100678549504,14-08-2020,El Mundo,España,La popularidad de Jair Bolsonaro bate un récord desde que es presidente de #Brasil | @JoanRoyoGual explica por qué: ,No
1289885331978887169,02-08-2020,El Mundo,España,La vacuna del coronavirus desata la guerra de los 'hackers' | Por: @Lucasdelacal ,No
1307060950839824384,18-09-2020,BBC,Inglaterra,“Supercepo” al dólar: por qué los últimos 3 gobiernos en Argentina aplicaron trabas al acceso de dólares (y qué nos dice sobre el deterioro de su economía),Clickbait
1156512971272663045,31-07-2019,BBC,Inglaterra,Ronaldinho: embargan 57 propiedades y le retienen los pasaportes al exfutbolista por impago de multas de US$2 millones,No
1288015759097180160,28-07-2020,El Mundo,España,Madrid aprueba hoy más restricciones en los aforos de la hostelería y bares de copas para frenar los rebrotes de Covid-19,No
1269176142822604801,06-06-2020,El Mundo,España,"Los pueblos más bonitos de España imponen un manual de comportamiento a los turistas ante el temor a contagios. Los @LosPueblosmbe, de Cudillero a Guadalupe, Ayllón o Liérganes, piden a los turistas que sepan comportarse.",No
1299523415594934272,29-08-2020,El Mundo,España,"Las comunidades lamentan el pacto ""de mínimos"": ""¿Para qué hace falta un Ministerio de Educación si no coordina?"".",No
1234907247240761350,03-03-2020,El Mundo,España,Premio de la @FundacionBBVA a los inventores de la comunicación a prueba de espías. Por @RaquelVonDiaz,No
